Park,Date/Time,Wait Time
Universal Studios Singapore,2023-09-07 13:30:00,24
Universal Studios Singapore,2023-09-07 13:35:00,23
Universal Studios Singapore,2023-09-07 13:40:00,22
Universal Studios Singapore,2023-09-07 13:45:00,24
Universal Studios Singapore,2023-09-07 13:50:00,27
Universal Studios Singapore,2023-09-07 13:55:00,28
Universal Studios Singapore,2023-09-07 14:00:00,28
Universal Studios Singapore,2023-09-07 14:05:00,28
Universal Studios Singapore,2023-09-07 14:10:00,28
Universal Studios Singapore,2023-09-07 14:15:00,27
Universal Studios Singapore,2023-09-07 14:20:00,27
Universal Studios Singapore,2023-09-07 14:25:00,27
Universal Studios Singapore,2023-09-07 14:30:00,27
Universal Studios Singapore,2023-09-07 14:35:00,27
Universal Studios Singapore,2023-09-07 14:40:00,27
Universal Studios Singapore,2023-09-07 14:45:00,27
Universal Studios Singapore,2023-09-07 14:50:00,29
Universal Studios Singapore,2023-09-07 14:55:00,27
Universal Studios Singapore,2023-09-07 15:00:00,27
Universal Studios Singapore,2023-09-07 15:05:00,27
Universal Studios Singapore,2023-09-07 15:10:00,27
Universal Studios Singapore,2023-09-07 15:15:00,26
Universal Studios Singapore,2023-09-07 15:20:00,26
Universal Studios Singapore,2023-09-07 15:25:00,26
Universal Studios Singapore,2023-09-07 15:30:00,27
Universal Studios Singapore,2023-09-07 15:35:00,28
Universal Studios Singapore,2023-09-07 15:40:00,28
Universal Studios Singapore,2023-09-07 15:45:00,24
Universal Studios Singapore,2023-09-07 15:50:00,20
Universal Studios Singapore,2023-09-07 15:55:00,20
Universal Studios Singapore,2023-09-07 16:00:00,20
Universal Studios Singapore,2023-09-07 16:05:00,20
Universal Studios Singapore,2023-09-07 16:10:00,19
Universal Studios Singapore,2023-09-07 16:15:00,18
Universal Studios Singapore,2023-09-07 16:20:00,18
Universal Studios Singapore,2023-09-07 16:25:00,18
Universal Studios Singapore,2023-09-07 16:30:00,18
Universal Studios Singapore,2023-09-07 16:35:00,18
Universal Studios Singapore,2023-09-07 16:40:00,18
Universal Studios Singapore,2023-09-07 16:45:00,18
Universal Studios Singapore,2023-09-07 16:50:00,18
Universal Studios Singapore,2023-09-07 16:55:00,18
Universal Studios Singapore,2023-09-07 17:00:00,18
Universal Studios Singapore,2023-09-07 17:05:00,18
Universal Studios Singapore,2023-09-07 17:10:00,18
Universal Studios Singapore,2023-09-07 17:15:00,18
Universal Studios Singapore,2023-09-07 17:20:00,17
Universal Studios Singapore,2023-09-07 17:25:00,17
Universal Studios Singapore,2023-09-07 17:30:00,15
Universal Studios Singapore,2023-09-07 17:35:00,15
Universal Studios Singapore,2023-09-07 17:40:00,15
Universal Studios Singapore,2023-09-07 17:45:00,15
Universal Studios Singapore,2023-09-07 17:50:00,10
Universal Studios Singapore,2023-09-07 17:55:00,10
Universal Studios Singapore,2023-09-08 11:00:00,7
Universal Studios Singapore,2023-09-08 11:05:00,7
Universal Studios Singapore,2023-09-08 11:10:00,7
Universal Studios Singapore,2023-09-08 11:15:00,9
Universal Studios Singapore,2023-09-08 11:20:00,9
Universal Studios Singapore,2023-09-08 11:25:00,9
Universal Studios Singapore,2023-09-08 11:30:00,14
Universal Studios Singapore,2023-09-08 11:35:00,14
Universal Studios Singapore,2023-09-08 11:40:00,19
Universal Studios Singapore,2023-09-08 11:45:00,19
Universal Studios Singapore,2023-09-08 11:50:00,20
Universal Studios Singapore,2023-09-08 11:55:00,20
Universal Studios Singapore,2023-09-08 12:00:00,20
Universal Studios Singapore,2023-09-08 12:05:00,20
Universal Studios Singapore,2023-09-08 12:10:00,21
Universal Studios Singapore,2023-09-08 12:15:00,21
Universal Studios Singapore,2023-09-08 12:20:00,21
Universal Studios Singapore,2023-09-08 12:25:00,22
Universal Studios Singapore,2023-09-08 12:30:00,24
Universal Studios Singapore,2023-09-08 12:35:00,24
Universal Studios Singapore,2023-09-08 12:40:00,22
Universal Studios Singapore,2023-09-08 12:45:00,21
Universal Studios Singapore,2023-09-08 12:50:00,21
Universal Studios Singapore,2023-09-08 12:55:00,27
Universal Studios Singapore,2023-09-08 13:00:00,30
Universal Studios Singapore,2023-09-08 13:05:00,33
Universal Studios Singapore,2023-09-08 13:10:00,33
Universal Studios Singapore,2023-09-08 13:15:00,33
Universal Studios Singapore,2023-09-08 13:20:00,33
Universal Studios Singapore,2023-09-08 13:25:00,33
Universal Studios Singapore,2023-09-08 13:30:00,33
Universal Studios Singapore,2023-09-08 13:35:00,30
Universal Studios Singapore,2023-09-08 13:40:00,30
Universal Studios Singapore,2023-09-08 13:45:00,30
Universal Studios Singapore,2023-09-08 13:50:00,29
Universal Studios Singapore,2023-09-08 13:55:00,30
Universal Studios Singapore,2023-09-08 14:00:00,30
Universal Studios Singapore,2023-09-08 14:05:00,30
Universal Studios Singapore,2023-09-08 14:10:00,31
Universal Studios Singapore,2023-09-08 14:15:00,32
Universal Studios Singapore,2023-09-08 14:20:00,33
Universal Studios Singapore,2023-09-08 14:25:00,35
Universal Studios Singapore,2023-09-08 14:30:00,35
Universal Studios Singapore,2023-09-08 14:35:00,35
Universal Studios Singapore,2023-09-08 14:40:00,26
Universal Studios Singapore,2023-09-08 14:45:00,25
Universal Studios Singapore,2023-09-08 14:50:00,25
Universal Studios Singapore,2023-09-08 14:55:00,25
Universal Studios Singapore,2023-09-08 15:00:00,25
Universal Studios Singapore,2023-09-08 15:05:00,24
Universal Studios Singapore,2023-09-08 15:10:00,24
Universal Studios Singapore,2023-09-08 15:15:00,24
Universal Studios Singapore,2023-09-08 15:20:00,23
Universal Studios Singapore,2023-09-08 15:25:00,23
Universal Studios Singapore,2023-09-08 15:30:00,23
Universal Studios Singapore,2023-09-08 15:35:00,24
Universal Studios Singapore,2023-09-08 15:40:00,24
Universal Studios Singapore,2023-09-08 15:45:00,22
Universal Studios Singapore,2023-09-08 15:50:00,22
Universal Studios Singapore,2023-09-08 15:55:00,22
Universal Studios Singapore,2023-09-08 16:00:00,22
Universal Studios Singapore,2023-09-08 16:05:00,22
Universal Studios Singapore,2023-09-08 16:10:00,22
Universal Studios Singapore,2023-09-08 16:15:00,21
Universal Studios Singapore,2023-09-08 16:20:00,21
Universal Studios Singapore,2023-09-08 16:25:00,19
Universal Studios Singapore,2023-09-08 16:30:00,18
Universal Studios Singapore,2023-09-08 16:35:00,17
Universal Studios Singapore,2023-09-08 16:40:00,19
Universal Studios Singapore,2023-09-08 16:45:00,18
Universal Studios Singapore,2023-09-08 16:50:00,16
Universal Studios Singapore,2023-09-08 16:55:00,14
Universal Studios Singapore,2023-09-08 17:00:00,14
Universal Studios Singapore,2023-09-08 17:05:00,14
Universal Studios Singapore,2023-09-08 17:10:00,14
Universal Studios Singapore,2023-09-08 17:15:00,14
Universal Studios Singapore,2023-09-08 17:20:00,14
Universal Studios Singapore,2023-09-08 17:25:00,14
Universal Studios Singapore,2023-09-08 17:30:00,14
Universal Studios Singapore,2023-09-08 17:35:00,11
Universal Studios Singapore,2023-09-08 17:40:00,11
Universal Studios Singapore,2023-09-08 17:45:00,11
Universal Studios Singapore,2023-09-08 17:50:00,11
Universal Studios Singapore,2023-09-08 17:55:00,11
Universal Studios Singapore,2023-09-09 11:00:00,7
Universal Studios Singapore,2023-09-09 11:05:00,8
Universal Studios Singapore,2023-09-09 11:10:00,8
Universal Studios Singapore,2023-09-09 11:15:00,8
Universal Studios Singapore,2023-09-09 11:20:00,8
Universal Studios Singapore,2023-09-09 11:25:00,9
Universal Studios Singapore,2023-09-09 11:30:00,9
Universal Studios Singapore,2023-09-09 11:35:00,9
Universal Studios Singapore,2023-09-09 11:40:00,12
Universal Studios Singapore,2023-09-09 11:45:00,12
Universal Studios Singapore,2023-09-09 11:50:00,12
Universal Studios Singapore,2023-09-09 11:55:00,12
Universal Studios Singapore,2023-09-09 12:00:00,14
Universal Studios Singapore,2023-09-09 12:05:00,14
Universal Studios Singapore,2023-09-09 12:10:00,14
Universal Studios Singapore,2023-09-09 12:15:00,14
Universal Studios Singapore,2023-09-09 12:20:00,14
Universal Studios Singapore,2023-09-09 12:25:00,14
Universal Studios Singapore,2023-09-09 12:30:00,14
Universal Studios Singapore,2023-09-09 12:35:00,17
Universal Studios Singapore,2023-09-09 12:40:00,17
Universal Studios Singapore,2023-09-09 12:45:00,18
Universal Studios Singapore,2023-09-09 12:50:00,18
Universal Studios Singapore,2023-09-09 12:55:00,18
Universal Studios Singapore,2023-09-09 13:00:00,19
Universal Studios Singapore,2023-09-09 13:05:00,20
Universal Studios Singapore,2023-09-09 13:10:00,28
Universal Studios Singapore,2023-09-09 13:15:00,28
Universal Studios Singapore,2023-09-09 13:20:00,27
Universal Studios Singapore,2023-09-09 13:25:00,27
Universal Studios Singapore,2023-09-09 13:30:00,25
Universal Studios Singapore,2023-09-09 13:35:00,25
Universal Studios Singapore,2023-09-09 13:40:00,25
Universal Studios Singapore,2023-09-09 13:45:00,25
Universal Studios Singapore,2023-09-09 13:50:00,25
Universal Studios Singapore,2023-09-09 13:55:00,25
Universal Studios Singapore,2023-09-09 14:00:00,25
Universal Studios Singapore,2023-09-09 14:05:00,27
Universal Studios Singapore,2023-09-09 14:10:00,27
Universal Studios Singapore,2023-09-09 14:15:00,26
Universal Studios Singapore,2023-09-09 14:20:00,26
Universal Studios Singapore,2023-09-09 14:25:00,25
Universal Studios Singapore,2023-09-09 14:30:00,26
Universal Studios Singapore,2023-09-09 14:35:00,23
Universal Studios Singapore,2023-09-09 14:40:00,23
Universal Studios Singapore,2023-09-09 14:45:00,23
Universal Studios Singapore,2023-09-09 14:50:00,24
Universal Studios Singapore,2023-09-09 14:55:00,25
Universal Studios Singapore,2023-09-09 15:00:00,25
Universal Studios Singapore,2023-09-09 15:05:00,25
Universal Studios Singapore,2023-09-09 15:10:00,25
Universal Studios Singapore,2023-09-09 15:15:00,24
Universal Studios Singapore,2023-09-09 15:20:00,20
Universal Studios Singapore,2023-09-09 15:25:00,20
Universal Studios Singapore,2023-09-09 15:30:00,18
Universal Studios Singapore,2023-09-09 15:35:00,18
Universal Studios Singapore,2023-09-09 15:40:00,18
Universal Studios Singapore,2023-09-09 15:45:00,18
Universal Studios Singapore,2023-09-09 15:50:00,18
Universal Studios Singapore,2023-09-09 15:55:00,18
Universal Studios Singapore,2023-09-09 16:00:00,18
Universal Studios Singapore,2023-09-09 16:05:00,17
Universal Studios Singapore,2023-09-09 16:10:00,16
Universal Studios Singapore,2023-09-09 16:15:00,13
Universal Studios Singapore,2023-09-09 16:20:00,13
Universal Studios Singapore,2023-09-09 16:25:00,13
Universal Studios Singapore,2023-09-09 16:30:00,13
Universal Studios Singapore,2023-09-09 16:35:00,13
Universal Studios Singapore,2023-09-09 16:40:00,13
Universal Studios Singapore,2023-09-09 16:45:00,13
Universal Studios Singapore,2023-09-09 16:50:00,13
Universal Studios Singapore,2023-09-09 16:55:00,13
Universal Studios Singapore,2023-09-09 17:00:00,13
Universal Studios Singapore,2023-09-09 17:05:00,13
Universal Studios Singapore,2023-09-09 17:10:00,13
Universal Studios Singapore,2023-09-09 17:15:00,13
Universal Studios Singapore,2023-09-09 17:20:00,13
Universal Studios Singapore,2023-09-09 17:25:00,12
Universal Studios Singapore,2023-09-09 17:30:00,11
Universal Studios Singapore,2023-09-09 17:35:00,11
Universal Studios Singapore,2023-09-09 17:40:00,11
Universal Studios Singapore,2023-09-09 17:45:00,10
Universal Studios Singapore,2023-09-09 17:50:00,10
Universal Studios Singapore,2023-09-09 17:55:00,11
Universal Studios Singapore,2023-09-10 11:00:00,9
Universal Studios Singapore,2023-09-10 11:05:00,10
Universal Studios Singapore,2023-09-10 11:10:00,10
Universal Studios Singapore,2023-09-10 11:15:00,12
Universal Studios Singapore,2023-09-10 11:20:00,12
Universal Studios Singapore,2023-09-10 11:25:00,12
Universal Studios Singapore,2023-09-10 11:30:00,12
Universal Studios Singapore,2023-09-10 11:35:00,12
Universal Studios Singapore,2023-09-10 11:40:00,12
Universal Studios Singapore,2023-09-10 11:45:00,12
Universal Studios Singapore,2023-09-10 11:50:00,13
Universal Studios Singapore,2023-09-10 11:55:00,13
Universal Studios Singapore,2023-09-10 12:00:00,13
Universal Studios Singapore,2023-09-10 12:05:00,13
Universal Studios Singapore,2023-09-10 12:10:00,14
Universal Studios Singapore,2023-09-10 12:15:00,14
Universal Studios Singapore,2023-09-10 12:20:00,14
Universal Studios Singapore,2023-09-10 12:25:00,14
Universal Studios Singapore,2023-09-10 12:30:00,15
Universal Studios Singapore,2023-09-10 12:35:00,15
Universal Studios Singapore,2023-09-10 12:40:00,15
Universal Studios Singapore,2023-09-10 12:45:00,14
Universal Studios Singapore,2023-09-10 12:50:00,14
Universal Studios Singapore,2023-09-10 12:55:00,14
Universal Studios Singapore,2023-09-10 13:00:00,14
Universal Studios Singapore,2023-09-10 13:05:00,14
Universal Studios Singapore,2023-09-10 13:10:00,10
Universal Studios Singapore,2023-09-10 13:15:00,11
Universal Studios Singapore,2023-09-10 13:20:00,12
Universal Studios Singapore,2023-09-10 13:25:00,13
Universal Studios Singapore,2023-09-10 13:30:00,13
Universal Studios Singapore,2023-09-10 13:35:00,14
Universal Studios Singapore,2023-09-10 13:40:00,15
Universal Studios Singapore,2023-09-10 13:45:00,15
Universal Studios Singapore,2023-09-10 13:50:00,16
Universal Studios Singapore,2023-09-10 13:55:00,15
Universal Studios Singapore,2023-09-10 14:00:00,17
Universal Studios Singapore,2023-09-10 14:05:00,16
Universal Studios Singapore,2023-09-10 14:10:00,17
Universal Studios Singapore,2023-09-10 14:15:00,19
Universal Studios Singapore,2023-09-10 14:20:00,19
Universal Studios Singapore,2023-09-10 14:25:00,19
Universal Studios Singapore,2023-09-10 14:30:00,19
Universal Studios Singapore,2023-09-10 14:35:00,19
Universal Studios Singapore,2023-09-10 14:40:00,19
Universal Studios Singapore,2023-09-10 14:45:00,19
Universal Studios Singapore,2023-09-10 14:50:00,19
Universal Studios Singapore,2023-09-10 14:55:00,19
Universal Studios Singapore,2023-09-10 15:00:00,20
Universal Studios Singapore,2023-09-10 15:05:00,22
Universal Studios Singapore,2023-09-10 15:15:00,21
Universal Studios Singapore,2023-09-10 15:20:00,21
Universal Studios Singapore,2023-09-10 15:25:00,21
Universal Studios Singapore,2023-09-10 15:30:00,21
Universal Studios Singapore,2023-09-10 15:35:00,21
Universal Studios Singapore,2023-09-10 15:40:00,20
Universal Studios Singapore,2023-09-10 15:45:00,19
Universal Studios Singapore,2023-09-10 15:50:00,15
Universal Studios Singapore,2023-09-10 15:55:00,15
Universal Studios Singapore,2023-09-10 16:00:00,15
Universal Studios Singapore,2023-09-10 16:05:00,15
Universal Studios Singapore,2023-09-10 16:10:00,15
Universal Studios Singapore,2023-09-10 16:15:00,14
Universal Studios Singapore,2023-09-10 16:20:00,14
Universal Studios Singapore,2023-09-10 16:25:00,14
Universal Studios Singapore,2023-09-10 16:30:00,15
Universal Studios Singapore,2023-09-10 16:35:00,15
Universal Studios Singapore,2023-09-10 16:40:00,15
Universal Studios Singapore,2023-09-10 16:45:00,14
Universal Studios Singapore,2023-09-10 16:50:00,14
Universal Studios Singapore,2023-09-10 16:55:00,14
Universal Studios Singapore,2023-09-10 17:00:00,14
Universal Studios Singapore,2023-09-10 17:05:00,13
Universal Studios Singapore,2023-09-10 17:10:00,10
Universal Studios Singapore,2023-09-10 17:15:00,10
Universal Studios Singapore,2023-09-10 17:20:00,10
Universal Studios Singapore,2023-09-10 17:25:00,10
Universal Studios Singapore,2023-09-10 17:30:00,10
Universal Studios Singapore,2023-09-10 17:35:00,10
Universal Studios Singapore,2023-09-10 17:40:00,10
Universal Studios Singapore,2023-09-10 17:45:00,9
Universal Studios Singapore,2023-09-10 17:50:00,9
Universal Studios Singapore,2023-09-10 17:55:00,9
Universal Studios Singapore,2023-09-11 11:00:00,6
Universal Studios Singapore,2023-09-11 11:05:00,7
Universal Studios Singapore,2023-09-11 11:10:00,10
Universal Studios Singapore,2023-09-11 11:15:00,12
Universal Studios Singapore,2023-09-11 11:20:00,12
Universal Studios Singapore,2023-09-11 11:25:00,12
Universal Studios Singapore,2023-09-11 11:30:00,12
Universal Studios Singapore,2023-09-11 11:35:00,14
Universal Studios Singapore,2023-09-11 11:40:00,14
Universal Studios Singapore,2023-09-11 11:45:00,18
Universal Studios Singapore,2023-09-11 11:50:00,20
Universal Studios Singapore,2023-09-11 11:55:00,22
Universal Studios Singapore,2023-09-11 12:00:00,22
Universal Studios Singapore,2023-09-11 12:05:00,23
Universal Studios Singapore,2023-09-11 12:10:00,23
Universal Studios Singapore,2023-09-11 12:15:00,24
Universal Studios Singapore,2023-09-11 12:20:00,24
Universal Studios Singapore,2023-09-11 12:25:00,23
Universal Studios Singapore,2023-09-11 12:30:00,23
Universal Studios Singapore,2023-09-11 12:35:00,23
Universal Studios Singapore,2023-09-11 12:40:00,24
Universal Studios Singapore,2023-09-11 12:45:00,25
Universal Studios Singapore,2023-09-11 12:50:00,24
Universal Studios Singapore,2023-09-11 12:55:00,24
Universal Studios Singapore,2023-09-11 13:00:00,22
Universal Studios Singapore,2023-09-11 13:05:00,21
Universal Studios Singapore,2023-09-11 13:10:00,21
Universal Studios Singapore,2023-09-11 13:15:00,23
Universal Studios Singapore,2023-09-11 13:20:00,23
Universal Studios Singapore,2023-09-11 13:25:00,21
Universal Studios Singapore,2023-09-11 13:30:00,22
Universal Studios Singapore,2023-09-11 13:35:00,21
Universal Studios Singapore,2023-09-11 13:40:00,21
Universal Studios Singapore,2023-09-11 13:45:00,21
Universal Studios Singapore,2023-09-11 13:50:00,21
Universal Studios Singapore,2023-09-11 13:55:00,23
Universal Studios Singapore,2023-09-11 14:00:00,26
Universal Studios Singapore,2023-09-11 14:05:00,26
Universal Studios Singapore,2023-09-11 14:10:00,28
Universal Studios Singapore,2023-09-11 14:15:00,30
Universal Studios Singapore,2023-09-11 14:20:00,30
Universal Studios Singapore,2023-09-11 14:25:00,31
Universal Studios Singapore,2023-09-11 14:30:00,32
Universal Studios Singapore,2023-09-11 14:35:00,32
Universal Studios Singapore,2023-09-11 14:40:00,39
